,Month,AveragePrice,Year,Region,TypeOrganic,TypeConventional,PriceRange
16057,1,1.88,2015,NorthernNewEngland,1,0,v_expensive
16058,8,1.88,2016,Northeast,1,0,expensive
16059,7,1.88,2016,HarrisburgScranton,1,0,expensive
16060,6,1.88,2015,Spokane,1,0,expensive
16061,6,1.88,2015,Syracuse,1,0,v_expensive
16062,5,1.88,2017,GrandRapids,0,1,expensive
16063,1,1.88,2015,Jacksonville,1,0,expensive
16064,3,1.88,2015,NorthernNewEngland,1,0,v_expensive
16065,4,1.88,2015,NorthernNewEngland,1,0,v_expensive
16066,5,1.88,2015,HarrisburgScranton,1,0,expensive
16067,6,1.88,2015,Spokane,1,0,expensive
16068,4,1.88,2015,NorthernNewEngland,1,0,v_expensive
16069,4,1.88,2015,NorthernNewEngland,1,0,v_expensive
16070,5,1.88,2015,NorthernNewEngland,1,0,v_expensive
16071,2,1.88,2015,NorthernNewEngland,1,0,v_expensive
16072,5,1.88,2015,NorthernNewEngland,1,0,v_expensive
16073,1,1.88,2015,NorthernNewEngland,1,0,v_expensive
16074,7,1.88,2015,MiamiFtLauderdale,1,0,v_expensive
16075,10,1.89,2016,Philadelphia,0,1,expensive
16076,10,1.89,2015,Jacksonville,1,0,expensive
16077,9,1.89,2017,NewOrleansMobile,1,0,v_expensive
16078,11,1.89,2017,Plains,1,0,v_expensive
16079,7,1.89,2017,LasVegas,1,0,expensive
16080,7,1.89,2017,Atlanta,1,0,v_expensive
16081,7,1.89,2016,Northeast,1,0,expensive
16082,6,1.89,2017,SouthCarolina,1,0,v_expensive
16083,2,1.89,2018,Charlotte,1,0,expensive
16084,6,1.89,2016,BaltimoreWashington,1,0,v_expensive
16085,9,1.89,2017,NewOrleansMobile,1,0,v_expensive
16086,10,1.89,2017,Tampa,1,0,v_expensive
16087,7,1.89,2016,Chicago,1,0,expensive
16088,4,1.89,2017,BaltimoreWashington,1,0,v_expensive
16089,8,1.89,2017,Nashville,1,0,v_expensive
16090,12,1.89,2017,LasVegas,1,0,expensive
16091,4,1.89,2016,Philadelphia,1,0,expensive
16092,10,1.89,2015,Spokane,1,0,expensive
16093,10,1.89,2017,Columbus,1,0,v_expensive
16094,3,1.89,2015,LasVegas,1,0,expensive
16095,4,1.89,2015,Philadelphia,1,0,expensive
16096,5,1.89,2017,LasVegas,1,0,expensive
16097,10,1.89,2017,Boise,0,1,v_expensive
16098,9,1.89,2017,Spokane,0,1,expensive
16099,1,1.89,2016,SanFrancisco,1,0,moderate
16100,11,1.89,2015,SouthCarolina,1,0,v_expensive
16101,7,1.89,2015,California,1,0,v_expensive
16102,6,1.89,2016,Spokane,1,0,expensive
16103,12,1.89,2015,Orlando,1,0,v_expensive
16104,2,1.89,2015,NorthernNewEngland,1,0,v_expensive
16105,9,1.89,2017,Sacramento,1,0,expensive
16106,4,1.89,2015,Jacksonville,1,0,expensive
16107,10,1.89,2017,WestTexNewMexico,1,0,v_expensive
16108,9,1.89,2017,Tampa,0,1,v_expensive
16109,1,1.89,2017,Sacramento,1,0,expensive
16110,10,1.89,2017,PhoenixTucson,1,0,v_expensive
16111,8,1.89,2017,Houston,1,0,v_expensive
16112,10,1.89,2016,NewYork,0,1,moderate
16113,12,1.89,2015,Albany,1,0,expensive
16114,5,1.89,2015,Northeast,1,0,expensive
16115,1,1.89,2017,NorthernNewEngland,1,0,v_expensive
16116,2,1.89,2018,Jacksonville,1,0,expensive
16117,2,1.89,2015,StLouis,1,0,expensive
16118,11,1.89,2016,SanFrancisco,0,1,moderate
16119,5,1.89,2015,Northeast,1,0,expensive
16120,10,1.89,2017,Louisville,0,1,v_expensive
16121,8,1.89,2017,Chicago,0,1,expensive
16122,10,1.89,2017,Houston,1,0,v_expensive
16123,11,1.89,2015,NewYork,1,0,moderate
16124,11,1.89,2015,Albany,1,0,expensive
16125,2,1.89,2015,GrandRapids,1,0,v_expensive
16126,3,1.89,2017,BuffaloRochester,1,0,v_expensive
16127,11,1.89,2017,Plains,1,0,v_expensive
16128,9,1.89,2017,GreatLakes,1,0,v_expensive
16129,7,1.89,2015,Orlando,1,0,v_expensive
16130,10,1.89,2017,GreatLakes,0,1,v_expensive
16131,4,1.89,2017,Northeast,1,0,expensive
16132,4,1.89,2015,Orlando,1,0,v_expensive
16133,7,1.89,2017,NewOrleansMobile,1,0,v_expensive
16134,6,1.89,2017,Philadelphia,1,0,expensive
16135,12,1.89,2015,LasVegas,1,0,expensive
16136,8,1.89,2015,Northeast,1,0,expensive
16137,6,1.89,2015,Orlando,1,0,v_expensive
16138,8,1.89,2016,SanDiego,1,0,expensive
16139,12,1.89,2017,California,1,0,v_expensive
16140,11,1.89,2017,Jacksonville,1,0,expensive
16141,8,1.89,2015,BuffaloRochester,1,0,v_expensive
16142,2,1.89,2016,Portland,1,0,v_expensive
16143,11,1.89,2015,PhoenixTucson,1,0,v_expensive
16144,7,1.89,2017,LasVegas,1,0,expensive
16145,12,1.89,2016,California,1,0,v_expensive
16146,12,1.89,2015,Atlanta,1,0,v_expensive
16147,11,1.89,2015,PhoenixTucson,1,0,v_expensive
16148,7,1.89,2016,WestTexNewMexico,1,0,v_expensive
16149,7,1.89,2015,Plains,1,0,v_expensive
16150,1,1.89,2015,Albany,1,0,expensive
16151,6,1.89,2017,MiamiFtLauderdale,1,0,v_expensive
16152,11,1.89,2015,PhoenixTucson,1,0,v_expensive
16153,3,1.89,2015,Orlando,1,0,v_expensive
16154,8,1.89,2017,Northeast,1,0,expensive
16155,12,1.9,2015,Charlotte,1,0,expensive
16156,7,1.9,2017,Orlando,1,0,v_expensive
16157,12,1.9,2015,Charlotte,1,0,expensive
16158,10,1.9,2015,Albany,1,0,v_expensive
16159,10,1.9,2017,Portland,0,1,v_expensive
16160,4,1.9,2017,NewYork,1,0,moderate
16161,4,1.9,2017,NewYork,1,0,moderate
16162,11,1.9,2017,PhoenixTucson,1,0,v_expensive
16163,11,1.9,2017,PhoenixTucson,1,0,v_expensive
16164,1,1.9,2018,RaleighGreensboro,1,0,expensive
16165,5,1.9,2015,Albany,1,0,v_expensive
16166,4,1.9,2015,Albany,1,0,v_expensive
16167,3,1.9,2015,Charlotte,1,0,expensive
16168,9,1.9,2017,Roanoke,1,0,v_expensive
16169,1,1.9,2017,Philadelphia,1,0,expensive
16170,2,1.9,2015,Charlotte,1,0,expensive
16171,7,1.9,2017,PhoenixTucson,1,0,v_expensive
16172,4,1.9,2017,Philadelphia,1,0,expensive
16173,6,1.9,2015,BuffaloRochester,1,0,v_expensive
16174,10,1.9,2017,TotalUS,1,0,v_expensive
16175,3,1.9,2018,Sacramento,1,0,expensive
16176,3,1.9,2018,HartfordSpringfield,1,0,moderate
16177,4,1.9,2017,Southeast,1,0,v_expensive
16178,5,1.9,2017,StLouis,1,0,expensive
16179,1,1.9,2018,HartfordSpringfield,1,0,moderate
16180,3,1.9,2017,RaleighGreensboro,1,0,expensive
16181,12,1.9,2015,Charlotte,1,0,expensive
16182,3,1.9,2015,Charlotte,1,0,expensive
16183,7,1.9,2015,Tampa,1,0,v_expensive
16184,6,1.9,2015,HarrisburgScranton,1,0,expensive
16185,2,1.9,2016,Northeast,1,0,expensive
16186,12,1.9,2016,NorthernNewEngland,1,0,v_expensive
16187,9,1.9,2015,PhoenixTucson,1,0,v_expensive
16188,12,1.9,2015,NewYork,1,0,moderate
16189,8,1.9,2015,Southeast,1,0,v_expensive
16190,12,1.9,2017,HartfordSpringfield,1,0,moderate
16191,9,1.9,2017,MiamiFtLauderdale,1,0,v_expensive
16192,9,1.9,2015,Southeast,1,0,v_expensive
16193,12,1.9,2015,NewYork,1,0,moderate
16194,11,1.9,2017,HartfordSpringfield,1,0,moderate
16195,3,1.9,2015,NewYork,1,0,moderate
16196,8,1.9,2016,Orlando,1,0,v_expensive
16197,7,1.9,2016,Orlando,1,0,v_expensive
16198,12,1.9,2016,Philadelphia,1,0,expensive
16199,11,1.9,2016,Philadelphia,1,0,expensive
16200,5,1.9,2015,Northeast,1,0,expensive
16201,7,1.9,2016,LasVegas,1,0,expensive
16202,2,1.9,2015,Northeast,1,0,expensive
16203,10,1.9,2017,CincinnatiDayton,0,1,v_expensive
16204,7,1.9,2015,GrandRapids,1,0,v_expensive
16205,1,1.9,2015,Detroit,1,0,v_expensive
16206,8,1.9,2015,Seattle,1,0,expensive
16207,6,1.9,2015,SouthCarolina,1,0,v_expensive
16208,3,1.9,2015,NorthernNewEngland,1,0,v_expensive
16209,3,1.9,2015,NorthernNewEngland,1,0,v_expensive
16210,1,1.9,2015,NorthernNewEngland,1,0,v_expensive
16211,4,1.9,2016,Philadelphia,1,0,expensive
16212,5,1.9,2015,Philadelphia,1,0,expensive
16213,6,1.9,2016,Northeast,1,0,expensive
16214,4,1.9,2016,Northeast,1,0,expensive
16215,8,1.9,2015,Plains,1,0,v_expensive
16216,8,1.9,2017,DallasFtWorth,1,0,v_expensive
16217,11,1.9,2015,Sacramento,1,0,expensive
16218,10,1.9,2016,Indianapolis,1,0,v_expensive
16219,8,1.9,2015,RaleighGreensboro,1,0,expensive
16220,7,1.9,2017,Chicago,1,0,expensive
16221,8,1.9,2015,WestTexNewMexico,1,0,v_expensive
16222,10,1.9,2017,Chicago,1,0,expensive
16223,12,1.9,2016,Albany,1,0,v_expensive
16224,5,1.9,2017,Midsouth,1,0,v_expensive
16225,4,1.9,2015,Plains,1,0,v_expensive
16226,12,1.9,2017,Charlotte,1,0,expensive
16227,6,1.9,2015,Plains,1,0,v_expensive
16228,8,1.9,2017,Louisville,1,0,v_expensive
16229,8,1.9,2017,Albany,1,0,v_expensive
16230,11,1.9,2016,HarrisburgScranton,1,0,expensive
16231,11,1.9,2015,Jacksonville,1,0,expensive
16232,6,1.9,2016,HarrisburgScranton,1,0,expensive
16233,1,1.9,2017,Boston,1,0,expensive
16234,6,1.9,2016,HarrisburgScranton,1,0,expensive
16235,11,1.9,2016,NewYork,0,1,moderate
16236,12,1.9,2015,Jacksonville,1,0,expensive
16237,2,1.9,2016,NewYork,1,0,moderate
16238,10,1.91,2016,NewOrleansMobile,1,0,v_expensive
16239,10,1.91,2016,Northeast,1,0,expensive
16240,6,1.91,2016,Philadelphia,1,0,expensive
16241,6,1.91,2015,Portland,1,0,v_expensive
16242,2,1.91,2018,Charlotte,1,0,expensive
16243,4,1.91,2017,Northeast,1,0,expensive
16244,10,1.91,2015,PhoenixTucson,1,0,v_expensive
16245,6,1.91,2016,Northeast,1,0,expensive
16246,9,1.91,2015,Plains,1,0,v_expensive
16247,4,1.91,2017,Northeast,1,0,expensive
16248,2,1.91,2017,Northeast,1,0,expensive
16249,4,1.91,2015,Northeast,1,0,expensive
16250,7,1.91,2017,NorthernNewEngland,1,0,v_expensive
16251,5,1.91,2017,SouthCarolina,1,0,v_expensive
16252,5,1.91,2015,Boston,1,0,expensive
16253,4,1.91,2015,Boston,1,0,expensive
16254,5,1.91,2017,SanDiego,1,0,v_expensive
16255,7,1.91,2017,SanDiego,1,0,v_expensive
16256,3,1.91,2015,Boston,1,0,expensive
16257,8,1.91,2015,Boise,1,0,v_expensive
16258,2,1.91,2015,Boston,1,0,expensive
16259,12,1.91,2017,Charlotte,1,0,expensive
16260,7,1.91,2015,BuffaloRochester,1,0,v_expensive
16261,7,1.91,2015,BuffaloRochester,1,0,v_expensive
16262,6,1.91,2017,RaleighGreensboro,1,0,expensive
16263,11,1.91,2015,Charlotte,1,0,expensive
16264,10,1.91,2017,Columbus,1,0,v_expensive
16265,2,1.91,2015,Boston,1,0,expensive
16266,1,1.91,2018,Boston,1,0,expensive
16267,8,1.91,2017,Albany,1,0,v_expensive
16268,2,1.91,2017,Philadelphia,1,0,expensive
16269,5,1.91,2015,NorthernNewEngland,1,0,v_expensive
16270,5,1.91,2015,NorthernNewEngland,1,0,v_expensive
16271,9,1.91,2017,Houston,1,0,v_expensive
16272,8,1.91,2015,NorthernNewEngland,1,0,v_expensive
16273,11,1.91,2017,WestTexNewMexico,1,0,v_expensive
16274,8,1.91,2016,SanDiego,1,0,v_expensive
16275,7,1.91,2015,Jacksonville,1,0,expensive
16276,7,1.91,2016,SanDiego,1,0,v_expensive
16277,7,1.91,2015,NewYork,1,0,moderate
16278,3,1.91,2017,Spokane,1,0,expensive
16279,6,1.91,2016,Spokane,1,0,expensive
16280,10,1.91,2017,Southeast,1,0,v_expensive
16281,3,1.91,2017,HarrisburgScranton,1,0,v_expensive
16282,1,1.91,2015,Jacksonville,1,0,expensive
16283,2,1.91,2015,NewYork,1,0,moderate
16284,1,1.91,2018,LasVegas,1,0,expensive
16285,1,1.91,2017,NorthernNewEngland,1,0,v_expensive
16286,7,1.91,2015,StLouis,1,0,expensive
16287,2,1.91,2016,HarrisburgScranton,1,0,v_expensive
16288,6,1.91,2016,HarrisburgScranton,1,0,v_expensive
16289,3,1.91,2015,Columbus,1,0,v_expensive
16290,9,1.91,2016,Atlanta,1,0,v_expensive
16291,9,1.91,2016,HarrisburgScranton,1,0,v_expensive
16292,7,1.91,2016,Atlanta,1,0,v_expensive
16293,12,1.91,2016,HarrisburgScranton,1,0,v_expensive
16294,9,1.91,2017,Midsouth,1,0,v_expensive
16295,1,1.91,2018,NewYork,1,0,moderate
16296,4,1.91,2017,Louisville,1,0,v_expensive
16297,9,1.91,2015,Spokane,1,0,expensive
16298,9,1.91,2016,GrandRapids,1,0,v_expensive
16299,10,1.91,2016,California,1,0,v_expensive
16300,6,1.91,2017,NewYork,1,0,moderate
16301,10,1.91,2015,Southeast,1,0,v_expensive
16302,9,1.91,2015,SouthCarolina,1,0,v_expensive
16303,1,1.91,2018,SanDiego,1,0,v_expensive
16304,8,1.91,2017,NewYork,1,0,moderate
16305,9,1.91,2015,StLouis,1,0,expensive
16306,6,1.91,2017,NewOrleansMobile,1,0,v_expensive
16307,8,1.91,2015,SouthCarolina,1,0,v_expensive
16308,1,1.91,2018,NewYork,1,0,moderate
16309,5,1.91,2017,Midsouth,1,0,v_expensive
16310,6,1.91,2015,Syracuse,1,0,v_expensive
16311,3,1.92,2016,Albany,1,0,v_expensive
16312,10,1.92,2015,Spokane,1,0,v_expensive
16313,11,1.92,2015,HarrisburgScranton,1,0,v_expensive
16314,1,1.92,2015,Nashville,1,0,v_expensive
16315,7,1.92,2017,MiamiFtLauderdale,1,0,v_expensive
16316,9,1.92,2015,Southeast,1,0,v_expensive
16317,9,1.92,2015,California,1,0,v_expensive
16318,8,1.92,2017,Philadelphia,1,0,expensive
16319,2,1.92,2015,Charlotte,1,0,expensive
16320,11,1.92,2016,Charlotte,1,0,expensive
16321,8,1.92,2016,SanDiego,1,0,v_expensive
16322,1,1.92,2016,Charlotte,1,0,expensive
16323,5,1.92,2015,Northeast,1,0,expensive
16324,8,1.92,2017,Plains,1,0,v_expensive
16325,7,1.92,2015,HarrisburgScranton,1,0,v_expensive
16326,7,1.92,2015,HarrisburgScranton,1,0,v_expensive
16327,3,1.92,2015,Northeast,1,0,expensive
16328,1,1.92,2015,Northeast,1,0,expensive
16329,8,1.92,2015,NorthernNewEngland,1,0,v_expensive
16330,8,1.92,2015,NorthernNewEngland,1,0,v_expensive
16331,9,1.92,2017,Houston,1,0,v_expensive
16332,6,1.92,2015,GrandRapids,1,0,v_expensive
16333,5,1.92,2015,SouthCarolina,1,0,v_expensive
16334,3,1.92,2015,Detroit,1,0,v_expensive
16335,6,1.92,2015,NorthernNewEngland,1,0,v_expensive
16336,5,1.92,2015,NorthernNewEngland,1,0,v_expensive
16337,12,1.92,2017,Spokane,1,0,v_expensive
16338,2,1.92,2015,MiamiFtLauderdale,1,0,v_expensive
16339,6,1.92,2015,MiamiFtLauderdale,1,0,v_expensive
16340,1,1.92,2015,StLouis,1,0,expensive
16341,10,1.92,2017,Sacramento,1,0,expensive
16342,9,1.92,2017,Sacramento,1,0,expensive
16343,4,1.92,2015,WestTexNewMexico,1,0,v_expensive
16344,10,1.92,2017,MiamiFtLauderdale,0,1,v_expensive
16345,9,1.92,2017,Chicago,1,0,expensive
16346,11,1.92,2015,WestTexNewMexico,1,0,v_expensive
16347,11,1.92,2017,CincinnatiDayton,1,0,v_expensive
16348,8,1.92,2017,CincinnatiDayton,1,0,v_expensive
16349,6,1.92,2015,StLouis,1,0,expensive
16350,5,1.92,2017,Boston,1,0,expensive
16351,7,1.92,2017,Boise,1,0,v_expensive
16352,11,1.92,2015,WestTexNewMexico,1,0,v_expensive
16353,1,1.92,2017,BaltimoreWashington,1,0,v_expensive
16354,7,1.92,2015,StLouis,1,0,expensive
16355,5,1.92,2015,Boise,1,0,v_expensive
16356,10,1.92,2017,RaleighGreensboro,1,0,expensive
16357,11,1.92,2015,Charlotte,1,0,expensive
16358,4,1.92,2017,Albany,1,0,v_expensive
16359,4,1.92,2017,Albany,1,0,v_expensive
16360,8,1.92,2015,StLouis,1,0,expensive
16361,12,1.92,2015,WestTexNewMexico,1,0,v_expensive
16362,11,1.92,2016,Boise,1,0,v_expensive
16363,6,1.92,2015,Jacksonville,1,0,expensive
16364,7,1.92,2016,Boise,1,0,v_expensive
16365,4,1.92,2017,CincinnatiDayton,1,0,v_expensive
16366,8,1.92,2016,West,1,0,v_expensive
16367,10,1.92,2016,West,1,0,v_expensive
16368,7,1.92,2015,Syracuse,1,0,v_expensive
16369,7,1.92,2016,Jacksonville,1,0,expensive
16370,7,1.92,2015,LasVegas,1,0,expensive
16371,9,1.92,2016,Northeast,1,0,expensive
16372,2,1.92,2018,NewYork,1,0,moderate
16373,12,1.92,2015,Plains,1,0,v_expensive
16374,8,1.92,2015,Plains,1,0,v_expensive
16375,5,1.92,2015,Plains,1,0,v_expensive
16376,6,1.92,2017,NorthernNewEngland,1,0,v_expensive
16377,9,1.92,2017,Northeast,1,0,expensive
16378,5,1.92,2015,Plains,1,0,v_expensive
16379,3,1.92,2018,Boston,1,0,expensive
16380,3,1.92,2016,NewYork,1,0,moderate
16381,7,1.92,2015,Philadelphia,1,0,expensive
16382,2,1.92,2018,Charlotte,1,0,expensive
16383,3,1.92,2018,NewYork,1,0,moderate
16384,8,1.92,2015,SouthCarolina,1,0,v_expensive
16385,7,1.92,2015,Plains,1,0,v_expensive
16386,4,1.92,2016,HarrisburgScranton,1,0,v_expensive
16387,3,1.92,2018,Jacksonville,1,0,expensive
16388,8,1.92,2015,RaleighGreensboro,1,0,expensive
16389,4,1.92,2015,Seattle,1,0,expensive
16390,12,1.92,2015,SanFrancisco,1,0,moderate
16391,1,1.92,2015,Orlando,1,0,v_expensive
16392,1,1.93,2016,SanFrancisco,1,0,moderate
16393,3,1.93,2018,RaleighGreensboro,1,0,expensive
16394,1,1.93,2017,Northeast,1,0,expensive
16395,12,1.93,2016,Albany,1,0,v_expensive
16396,5,1.93,2015,Plains,1,0,v_expensive
16397,4,1.93,2017,StLouis,1,0,v_expensive
16398,11,1.93,2016,Albany,1,0,v_expensive
16399,6,1.93,2015,Plains,1,0,v_expensive
16400,2,1.93,2017,BuffaloRochester,1,0,v_expensive
16401,6,1.93,2015,NewYork,1,0,moderate
16402,11,1.93,2016,Albany,1,0,v_expensive
16403,2,1.93,2016,SanFrancisco,1,0,moderate
16404,5,1.93,2015,NewYork,1,0,moderate
16405,1,1.93,2016,SanFrancisco,1,0,moderate
16406,10,1.93,2017,HartfordSpringfield,1,0,moderate
16407,5,1.93,2015,NewYork,1,0,moderate
16408,1,1.93,2015,StLouis,1,0,v_expensive
16409,8,1.93,2017,Chicago,0,1,expensive
16410,1,1.93,2017,Northeast,1,0,expensive
16411,8,1.93,2015,Jacksonville,1,0,v_expensive
16412,11,1.93,2017,PhoenixTucson,1,0,v_expensive
16413,9,1.93,2015,Boise,1,0,v_expensive
16414,2,1.93,2017,BaltimoreWashington,1,0,v_expensive
16415,11,1.93,2016,Northeast,1,0,expensive
16416,4,1.93,2017,SanFrancisco,0,1,moderate
16417,9,1.93,2017,Midsouth,1,0,v_expensive
16418,10,1.93,2017,LasVegas,1,0,v_expensive
16419,1,1.93,2016,NewYork,1,0,moderate
16420,8,1.93,2016,GrandRapids,1,0,v_expensive
16421,1,1.93,2017,Boston,1,0,expensive
16422,10,1.93,2016,TotalUS,1,0,v_expensive
16423,4,1.93,2017,Philadelphia,1,0,expensive
16424,10,1.93,2015,PhoenixTucson,1,0,v_expensive
16425,2,1.93,2015,StLouis,1,0,v_expensive
16426,9,1.93,2016,Spokane,1,0,v_expensive
16427,11,1.93,2016,NewYork,0,1,moderate
16428,9,1.93,2017,MiamiFtLauderdale,0,1,v_expensive
16429,12,1.93,2015,NewYork,1,0,moderate
16430,1,1.93,2017,HarrisburgScranton,1,0,v_expensive
16431,12,1.93,2017,HartfordSpringfield,1,0,moderate
16432,4,1.93,2017,Tampa,1,0,v_expensive
16433,3,1.93,2017,HarrisburgScranton,1,0,v_expensive
16434,2,1.93,2015,Charlotte,1,0,expensive
16435,1,1.93,2015,Philadelphia,1,0,expensive
16436,6,1.93,2017,NorthernNewEngland,1,0,v_expensive
16437,7,1.93,2016,Chicago,1,0,expensive
16438,2,1.93,2017,Tampa,1,0,v_expensive
16439,7,1.93,2015,Portland,1,0,v_expensive
16440,9,1.93,2015,NorthernNewEngland,1,0,v_expensive
16441,9,1.93,2015,NorthernNewEngland,1,0,v_expensive
16442,1,1.93,2015,SouthCarolina,1,0,v_expensive
16443,6,1.93,2015,Northeast,1,0,expensive
16444,8,1.93,2015,NorthernNewEngland,1,0,v_expensive
16445,3,1.93,2015,BuffaloRochester,1,0,v_expensive
16446,7,1.93,2017,Portland,1,0,v_expensive
16447,6,1.93,2015,NorthernNewEngland,1,0,v_expensive
16448,3,1.93,2015,SouthCarolina,1,0,v_expensive
16449,6,1.93,2015,GrandRapids,1,0,v_expensive
16450,8,1.93,2015,Philadelphia,1,0,expensive
16451,10,1.93,2017,Denver,1,0,v_expensive
16452,7,1.93,2015,California,1,0,v_expensive
16453,1,1.93,2018,WestTexNewMexico,1,0,v_expensive
16454,4,1.93,2015,Plains,1,0,v_expensive
16455,10,1.93,2015,Charlotte,1,0,expensive
16456,5,1.93,2015,Albany,1,0,v_expensive
16457,8,1.93,2017,RichmondNorfolk,1,0,v_expensive
16458,2,1.93,2015,NewYork,1,0,moderate
16459,1,1.93,2015,NewYork,1,0,moderate
16460,9,1.93,2015,Northeast,1,0,expensive
16461,5,1.93,2015,Plains,1,0,v_expensive
16462,6,1.93,2015,Albany,1,0,v_expensive
16463,5,1.93,2017,Chicago,1,0,expensive
16464,3,1.93,2017,Chicago,1,0,expensive
16465,1,1.93,2015,Albany,1,0,v_expensive
16466,5,1.93,2017,Chicago,1,0,expensive
16467,6,1.93,2017,West,1,0,v_expensive
16468,4,1.93,2015,Albany,1,0,v_expensive
16469,3,1.93,2015,Albany,1,0,v_expensive
16470,6,1.93,2015,Northeast,1,0,expensive
16471,5,1.94,2017,PhoenixTucson,1,0,v_expensive
16472,11,1.94,2016,LosAngeles,1,0,v_expensive
16473,3,1.94,2015,Boston,1,0,expensive
16474,1,1.94,2015,HarrisburgScranton,1,0,v_expensive
16475,12,1.94,2015,SanFrancisco,1,0,moderate
16476,3,1.94,2017,RaleighGreensboro,1,0,expensive
16477,10,1.94,2015,Charlotte,1,0,expensive
16478,3,1.94,2017,GrandRapids,1,0,v_expensive
16479,9,1.94,2015,HarrisburgScranton,1,0,v_expensive
16480,8,1.94,2015,Portland,1,0,v_expensive
16481,12,1.94,2016,Northeast,1,0,v_expensive
16482,5,1.94,2015,Boston,1,0,expensive
16483,8,1.94,2015,RaleighGreensboro,1,0,expensive
16484,4,1.94,2015,Boston,1,0,expensive
16485,6,1.94,2017,Chicago,1,0,v_expensive
16486,1,1.94,2015,Boston,1,0,expensive
16487,4,1.94,2017,SanDiego,1,0,v_expensive
16488,9,1.94,2015,RaleighGreensboro,1,0,expensive
16489,5,1.94,2017,Chicago,1,0,v_expensive
16490,6,1.94,2016,NewYork,1,0,moderate
16491,4,1.94,2017,Chicago,1,0,v_expensive
16492,11,1.94,2015,Charlotte,1,0,expensive
16493,6,1.94,2017,PhoenixTucson,1,0,v_expensive
16494,6,1.94,2017,PhoenixTucson,1,0,v_expensive
16495,10,1.94,2017,CincinnatiDayton,1,0,v_expensive
16496,5,1.94,2015,Boston,1,0,expensive
16497,2,1.94,2018,HartfordSpringfield,1,0,moderate
16498,8,1.94,2015,SouthCarolina,1,0,v_expensive
16499,11,1.94,2016,LasVegas,1,0,v_expensive
16500,10,1.94,2015,NewYork,1,0,moderate
16501,5,1.94,2017,StLouis,1,0,v_expensive
16502,7,1.94,2017,HartfordSpringfield,1,0,moderate
16503,11,1.94,2017,MiamiFtLauderdale,1,0,v_expensive
16504,10,1.94,2017,Tampa,1,0,v_expensive
16505,10,1.94,2015,Atlanta,1,0,v_expensive
16506,9,1.94,2017,TotalUS,1,0,v_expensive
16507,11,1.94,2016,Charlotte,1,0,expensive
16508,7,1.94,2015,Northeast,1,0,v_expensive
16509,4,1.94,2017,Orlando,1,0,v_expensive
16510,10,1.94,2017,Detroit,0,1,v_expensive
16511,4,1.94,2015,Northeast,1,0,v_expensive
16512,6,1.94,2015,Philadelphia,1,0,expensive
16513,1,1.94,2015,Northeast,1,0,v_expensive
16514,11,1.94,2015,Albany,1,0,v_expensive
16515,11,1.94,2015,Albany,1,0,v_expensive
16516,7,1.94,2017,Denver,1,0,v_expensive
16517,6,1.94,2015,NorthernNewEngland,1,0,v_expensive
16518,8,1.94,2015,Philadelphia,1,0,expensive
16519,4,1.94,2015,SouthCarolina,1,0,v_expensive
16520,11,1.94,2017,Jacksonville,1,0,v_expensive
16521,11,1.94,2016,SanFrancisco,0,1,moderate
16522,10,1.94,2017,Chicago,0,1,v_expensive
16523,4,1.94,2017,Tampa,1,0,v_expensive
16524,1,1.94,2017,Albany,1,0,v_expensive
16525,12,1.94,2017,LasVegas,1,0,v_expensive
16526,12,1.94,2015,LasVegas,1,0,v_expensive
16527,10,1.94,2015,SanFrancisco,1,0,moderate
16528,9,1.94,2017,Seattle,0,1,v_expensive
16529,8,1.94,2016,GrandRapids,1,0,v_expensive
16530,9,1.94,2015,StLouis,1,0,v_expensive
16531,1,1.94,2017,Northeast,1,0,v_expensive
16532,5,1.94,2016,Northeast,1,0,v_expensive
16533,11,1.94,2016,Boston,1,0,expensive
16534,11,1.95,2017,Boston,1,0,v_expensive
16535,8,1.95,2016,Spokane,1,0,v_expensive
16536,3,1.95,2015,Northeast,1,0,v_expensive
16537,7,1.95,2017,RaleighGreensboro,1,0,expensive
16538,6,1.95,2017,RaleighGreensboro,1,0,expensive
16539,9,1.95,2015,NorthernNewEngland,1,0,v_expensive
16540,7,1.95,2015,NorthernNewEngland,1,0,v_expensive
16541,7,1.95,2015,NorthernNewEngland,1,0,v_expensive
16542,6,1.95,2015,Jacksonville,1,0,v_expensive
16543,9,1.95,2015,RaleighGreensboro,1,0,expensive
16544,6,1.95,2015,NorthernNewEngland,1,0,v_expensive
16545,3,1.95,2015,Indianapolis,1,0,v_expensive
16546,9,1.95,2015,Sacramento,1,0,expensive
16547,9,1.95,2016,Northeast,1,0,v_expensive
16548,9,1.95,2015,Philadelphia,1,0,expensive
16549,9,1.95,2015,Orlando,1,0,v_expensive
16550,8,1.95,2017,Denver,1,0,v_expensive
16551,6,1.95,2015,SouthCarolina,1,0,v_expensive
16552,10,1.95,2015,Boise,1,0,v_expensive
16553,7,1.95,2015,NorthernNewEngland,1,0,v_expensive
16554,1,1.95,2018,SanDiego,1,0,v_expensive
16555,11,1.95,2017,West,1,0,v_expensive
16556,8,1.95,2017,CincinnatiDayton,1,0,v_expensive
16557,9,1.95,2016,California,1,0,v_expensive
16558,9,1.95,2015,Southeast,1,0,v_expensive
16559,6,1.95,2015,SanFrancisco,1,0,moderate
